,**MARKET CAP (Rs Cr),BOOK VALUE (Rs),DELIVERABLES (%),DIV (%),DIV YIELD.(%),EPS (TTM),FACE VALUE (Rs),INDUSTRY P/E,MARKET CAP (Rs Cr),Market Lot,P/C,P/E,PRICE/BOOK,bse_52wk_high,bse_52wk_low,bse_price,company_name,nse_52wk_high,nse_52wk_low,nse_price
Gujchem Distill,,293.68,  new,0.00%,-%,-,10.00,29.64,0.00,1,-,-,-,NA,NA,NA,Gujchem Distill,NA,NA,NA
Gulabdas Flexi,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Gulabdas Flexi,NA,NA,NA
Gulf Oil Lubric,,74.47, 61.16 new,350.00%,0.85%,25.02,2.00,30.67,"4,081.63",1,31.04,32.87,11.04,900.00,577.00,822.35,Gulf Oil Lubric,891.80,580.05,824.00
Gulshan Sugars,,34.36,  new,15.00%,-%,5.77,0.00,47.35,0.00,1,-,-,-,NA,NA,NA,Gulshan Sugars,NA,NA,NA
Gummadi Ind,,-2.89,  new,0.00%,-%,-,10.00,36.03,0.00,100,-,-,-,NA,NA,NA,Gummadi Ind,NA,NA,NA
Gurdarshan Leat,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Gurdarshan Leat,NA,NA,NA
Gyan Leatherboa,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Gyan Leatherboa,NA,NA,NA
H P M Ind,,-9.83,  new,0.00%,-%,* -,10.00,17.07,0.00,100,-,-,-,NA,NA,NA,H P M Ind,NA,NA,NA
HAMCO Steels,,0.12,  new,NA,-%,* -,0.00,-,0.00,50,-,-,-,NA,NA,NA,HAMCO Steels,NA,NA,NA
HB Leasing,,1.94, 100 new,0.00%,-%,0.09,10.00,39.26,2.79,1,28.00,28.00,1.30,3.20,1.51,2.52,HB Leasing,NA,NA,NA
HB Portfolio,,97.82, 100 new,5.00%,1.92%,0.52,10.00,39.26,31.89,1,47.27,50.00,0.27,31.50,12.21,26.00,HB Portfolio,NA,NA,NA
HBC Flextech,,-0.06,  new,0.00%,-%,-,10.00,8.80,0.00,1,-,-,-,NA,NA,NA,HBC Flextech,NA,NA,NA
HCKK Ventures,,10.03, 6.67 new,0.00%,-%,-,10.00,39.26,16.10,1,-,-,4.33,45.90,10.90,43.40,HCKK Ventures,NA,NA,NA
HCL Tech,,203.87, 47.23 new,800.00%,1.80%,49.11,2.00,18.51,"123,942.60",1,16.94,18.13,4.37,926.00,731.05,890.40,HCL Tech,928.00,736.00,893.10
HDFC,,248.57, 63.13 new,900.00%,1.01%,44.75,2.00,28.85,"284,141.46",1,39.55,39.86,7.18,1798.00,1185.00,1783.80,HDFC,1799.20,1183.15,1785.35
HDFC Gold ETF,,NA, 63.59 new,NA,-%,-,NA,-,403.29,NA,-,-,-,2975.00,2552.00,2620.00,HDFC Gold ETF,3157.00,2550.00,2616.05
HDFC Warrants,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,HDFC Warrants,NA,NA,NA
HEC Infra Proje,,130.88, 100 new,10.00%,0.99%,* -,10.00,33.58,0.00,1200,-,-,0.77,NA,NA,NA,HEC Infra Proje,133.20,76.00,100.70
HPC Bio,,1.92,  new,0.00%,-%,* -,1.00,321.56,0.00,3000,-,-,-,NA,NA,NA,HPC Bio,NA,NA,NA
HPCL,,120.46, 70.45 new,345.00%,9.21%,40.74,10.00,9.63,"57,051.92",1,6.52,9.19,3.11,1328.95,336.00,374.40,HPCL,392.00,253.55,374.45
Hallmark Health,,NA,  new,NA,-%,-,NA,-,0.00,100,-,-,-,NA,NA,NA,Hallmark Health,NA,NA,NA
Hang Seng,,,,,,,,,,,,,,,,,Hang Seng,,,
Hansaflon Plast,,0.96,  new,0.00%,-%,* -,10.00,36.25,0.00,100,-,-,-,NA,NA,NA,Hansaflon Plast,NA,NA,NA
Hanuman Tea,,-40.47,  new,0.00%,-%,3.56,10.00,18.76,0.00,1,-,-,-,NA,NA,NA,Hanuman Tea,NA,NA,NA
Hanung Toys,,-727.70, 59.37 new,0.00%,-%,-,10.00,19.70,15.29,1,-,-,-,8.55,3.42,4.96,Hanung Toys,8.50,3.25,5.55
Harig Crankshaf,,1.16,  new,0.00%,-%,-,1.00,20.29,0.00,1,-,-,-,NA,NA,NA,Harig Crankshaf,NA,NA,NA
Harisiddha Trad,,0.00,  new,0.00%,-%,* -,0.00,25.08,0.00,50,-,-,-,NA,NA,NA,Harisiddha Trad,NA,NA,NA
Hariyana Metals,,17.17,  new,0.00%,-%,19.27,10.00,8.69,0.00,50,-,-,-,NA,NA,NA,Hariyana Metals,NA,NA,NA
Hariyana Ship,,185.74, 78.72 new,0.00%,-%,15.34,10.00,27.83,44.52,1,3.90,4.71,0.39,102.35,54.20,72.20,Hariyana Ship,NA,NA,NA
Harsh Polymers,,0.34,  new,0.00%,-%,-,10.00,13.46,0.00,100,-,-,-,NA,NA,NA,Harsh Polymers,NA,NA,NA
Haryana Financi,,5.73,  new,0.00%,-%,-,10.00,5.13,0.00,100,-,-,-,NA,NA,NA,Haryana Financi,NA,NA,NA
Hatsun Agro,,22.81, 77.39 new,100.00%,0.16%,9.17,1.00,55.93,"9,347.70",1,32.80,66.99,26.93,680.00,305.20,614.30,Hatsun Agro,674.55,307.05,620.10
Healthfore Tech,,-666.78, 100 new,0.00%,-%,-,10.00,18.51,17.44,1,-,-,-,33.00,19.10,21.45,Healthfore Tech,NA,NA,NA
Heidelberg Cem,,42.34, 33.09 new,0.00%,-%,2.91,10.00,42.58,"2,952.77",1,17.87,44.78,3.08,150.55,101.75,130.30,Heidelberg Cem,150.50,101.85,130.10
Hemadri Cement,,57.91,  new,0.00%,-%,4.37,10.00,43.57,0.00,50,-,-,-,NA,NA,NA,Hemadri Cement,NA,NA,NA
Hemang Resource,,25.33, 76.42 new,0.00%,-%,-,10.00,51.24,11.84,1,-,-,0.35,13.35,8.10,8.97,Hemang Resource,NA,NA,NA
Hemkunt Timbers,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Hemkunt Timbers,NA,NA,NA
Hendez Electron,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Hendez Electron,NA,NA,NA
Herbertsons,,27.18,  new,0.00%,-%,18.15,0.00,384.60,0.00,1,-,-,-,NA,NA,NA,Herbertsons,NA,NA,NA
High Energy,,14.56, 100 new,0.00%,-%,1.89,10.00,22.44,68.84,1,41.47,203.17,26.37,415.20,171.00,384.00,High Energy,NA,NA,NA
Hikal,,65.31, 66.51 new,30.00%,0.27%,8.13,2.00,29.58,"1,843.35",1,13.56,27.58,3.43,256.10,161.75,224.25,Hikal,256.80,162.60,224.45
Him Fibres,,2.14, 88.83 new,0.00%,-%,-,1.00,10.59,64.77,1,93.88,-,3.51,26.15,6.90,7.51,Him Fibres,NA,NA,NA
Himalya Intl,,26.65, 80.37 new,0.00%,-%,-,10.00,55.93,176.51,1,19.68,-,1.14,42.90,9.91,30.50,Himalya Intl,NA,NA,NA
Himgiri Foods,,-1.53,  new,0.00%,-%,-,10.00,32.00,0.00,100,-,-,-,NA,NA,NA,Himgiri Foods,NA,NA,NA
Hinafil India,,0.01,  new,0.00%,-%,0.01,1.00,9.41,0.00,1,-,-,-,NA,NA,NA,Hinafil India,NA,NA,NA
Hind Agro Chem,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Hind Agro Chem,NA,NA,NA
Hind Ceramics,,11.34,  new,NA,-%,* -,0.00,-,0.00,100,-,-,-,NA,NA,NA,Hind Ceramics,NA,NA,NA
Hind Constr,,26.61, 31.99 new,0.00%,-%,0.59,1.00,35.29,"4,209.58",1,22.76,70.59,1.57,48.00,21.25,41.65,Hind Constr,48.10,21.20,41.60
Hind Financial,,-33.52,  new,0.00%,-%,* -,10.00,23.07,0.00,1,-,-,-,NA,NA,NA,Hind Financial,NA,NA,NA
Hind Lever Chem,,226.63,  new,137.50%,-%,9.69,10.00,5.99,0.00,1,-,-,-,NA,NA,NA,Hind Lever Chem,NA,NA,NA
Hind Motors,,-5.75, 66.24 new,0.00%,-%,-,5.00,28.05,176.94,1,-,-,-,12.80,5.06,8.48,Hind Motors,12.90,5.00,8.45
Hind Nitro,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Hind Nitro,NA,NA,NA
Hindoostan Spg,,47.27,  new,0.00%,-%,0.05,10.00,1.92,0.00,1,-,-,-,NA,NA,NA,Hindoostan Spg,NA,NA,NA
Hinduja Global,,484.97, 61.99 new,150.00%,2.87%,48.88,10.00,18.51,"1,085.22",1,6.04,10.69,1.08,637.90,405.35,522.45,Hinduja Global,637.45,401.30,523.20
Hindustan Udyog,,40.46,  new,0.00%,-%,-,10.00,20.48,0.00,1,-,-,-,NA,NA,NA,Hindustan Udyog,NA,NA,NA
Hit Kit Global,,2.63,  new,0.00%,-%,* -,2.00,18.51,1.04,1,-,-,0.11,0.46,0.19,0.28,Hit Kit Global,NA,NA,NA
Hitech Corp,,85.82, 56.01 new,0.00%,-%,6.90,10.00,33.56,364.12,1,14.66,30.72,2.47,235.80,140.80,212.00,Hitech Corp,235.70,141.05,211.25
Hitechi Jewel,,48.92,  new,0.00%,-%,-,10.00,36.40,0.00,1,-,-,-,NA,NA,NA,Hitechi Jewel,NA,NA,NA
Honda Siel,,417.75, 79.53 new,0.00%,-%,56.34,10.00,40.23,"1,439.56",1,17.92,25.19,3.40,1750.00,1185.30,1419.25,Honda Siel,1755.00,1187.10,1419.70
Horizon Infra,,125.64,  new,0.00%,-%,-,10.00,35.29,0.00,1,-,-,-,NA,NA,NA,Horizon Infra,NA,NA,NA
Hotel Leela,,-3.88, 23.86 new,0.00%,-%,-,2.00,59.12,"1,428.20",1,14.34,-,-,27.25,15.00,22.65,Hotel Leela,27.30,14.70,22.75
Hutch,,,,,,,,,,,,,,,,,Hutch,,,
Hypersoft Techn,,6.71,  new,0.00%,-%,0.03,10.00,18.51,4.34,1,85.00,340.00,1.52,10.75,9.22,10.20,Hypersoft Techn,NA,NA,NA
IAG Company,,-155.65,  new,0.00%,-%,-,10.00,40.03,0.00,1,-,-,-,NA,NA,NA,IAG Company,NA,NA,NA
IB Industries,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,IB Industries,NA,NA,NA
IBP Company,,301.13,  new,20.00%,-%,289.09,0.00,509.45,0.00,1,-,-,-,NA,NA,NA,IBP Company,NA,NA,NA
ICICI Bank (PP),,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,ICICI Bank (PP),NA,NA,NA
ICICI CNX 100,,NA, 82.56 new,NA,-%,-,NA,-,20.75,NA,-,-,-,125.60,84.45,108.36,ICICI CNX 100,123.00,77.00,108.25
ICICI Gold ETF,,NA, 51.55 new,NA,-%,-,NA,-,11.94,NA,-,-,-,300.00,250.31,255.11,ICICI Gold ETF,309.95,220.00,256.50
ICICI NV20,,NA, 56.01 new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,ICICI NV20,39.70,Low/High,39.70
ICICI Premier,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,ICICI Premier,NA,NA,NA
ICICI Prudentia,,44.56, 55.15 new,38.50%,0.86%,11.73,10.00,38.21,"64,275.53",1,38.18,38.18,10.05,507.90,273.65,447.80,ICICI Prudentia,509.40,271.00,448.00
ICON Biopharma,,2.34,  new,0.00%,-%,* -,10.00,26.63,0.00,1,-,-,-,NA,NA,NA,ICON Biopharma,NA,NA,NA
IDBI Gold ETF,,NA, 62.50 new,NA,-%,-,NA,-,86.96,NA,-,-,-,2950.00,2500.55,2601.33,IDBI Gold ETF,3000.15,2512.05,2634.00
IDBI TaxInit-96,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,IDBI TaxInit-96,NA,NA,NA
IFGL Refractory,,53.01, 50.21 new,20.00%,0.81%,4.85,10.00,117.22,851.76,1,35.98,50.74,4.64,268.70,117.50,246.10,IFGL Refractory,268.75,116.00,246.85
IFL Enterprises,,16.02, 100 new,0.00%,-%,* -,10.00,51.24,3.01,6000,-,-,0.63,20.05,10.00,10.02,IFL Enterprises,NA,NA,NA
IKF Tech,,3.27, 94.64 new,0.00%,-%,-,1.00,18.51,27.99,1,13.00,-,0.20,1.06,0.53,0.65,IKF Tech,NA,NA,NA
ILandFS Engg,,3.29, 56.09 new,0.00%,-%,0.18,10.00,35.29,592.67,1,11.80,251.11,13.74,66.00,36.80,45.20,ILandFS Engg,66.30,36.75,45.00
ILandFS Trans,,126.75, 71.06 new,20.00%,2.23%,7.19,10.00,28.91,"2,944.19",1,11.76,12.45,0.71,124.80,65.85,89.50,ILandFS Trans,124.80,65.80,89.50
IND-AGIV Commer,,24.22,  new,0.00%,-%,-,10.00,51.24,0.00,1,-,-,-,NA,NA,NA,IND-AGIV Commer,NA,NA,NA
ING Vysya Bank,,368.43,  new,60.00%,-%,31.68,10.00,17.37,0.00,1,-,-,-,NA,NA,NA,ING Vysya Bank,NA,NA,NA
INOX Leisure,,64.47, 82.45 new,0.00%,-%,3.90,10.00,43.78,"2,434.59",1,20.02,64.72,3.91,305.85,193.00,252.40,INOX Leisure,308.80,212.95,251.90
IOL Netcom,,22.52,  new,0.00%,-%,-,10.00,18.34,0.00,1,-,-,-,NA,NA,NA,IOL Netcom,NA,NA,NA
IPCL,,165.27,  new,55.00%,-%,36.81,0.00,483.10,0.00,1,-,-,-,NA,NA,NA,IPCL,NA,NA,NA
ISMT,,-38.13, 83.11 new,0.00%,-%,-,5.00,12.55,162.62,1,-,-,-,16.35,7.15,11.10,ISMT,16.40,7.90,11.10
ITC,,37.31, 48.90 new,475.00%,1.63%,8.54,1.00,34.73,"353,931.81",1,31.02,34.10,7.81,353.20,222.05,291.25,ITC,367.70,222.00,291.55
ITI,,-23.71, 23.30 new,0.00%,-%,4.76,10.00,21.56,"6,294.40",1,19.55,20.66,-,117.90,26.20,98.35,ITI,118.00,26.20,98.45
ITT,,,,,,,,,,,,,,,,,ITT,,,
IVP,,70.48, 85.91 new,0.00%,-%,10.84,10.00,15.59,175.29,1,13.96,15.66,2.41,187.55,109.00,169.75,IVP,188.05,104.00,167.15
IZMO,,128.13, 90.29 new,0.00%,-%,0.83,10.00,18.51,69.30,1,10.00,65.42,0.42,62.60,40.10,54.30,IZMO,62.65,40.00,54.25
Iccon Oil,,-18.83,  new,0.00%,-%,-,10.00,30.87,0.00,1,-,-,-,NA,NA,NA,Iccon Oil,NA,NA,NA
Ideal Hotels,,10.81,  new,0.00%,-%,-,10.00,40.43,0.00,100,-,-,-,NA,NA,NA,Ideal Hotels,NA,NA,NA
Inalsa,,-8.96,  new,0.00%,-%,* -,10.00,19.81,0.00,0,-,-,-,NA,NA,NA,Inalsa,NA,NA,NA
Incab Ind,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Incab Ind,NA,NA,NA
Inceptum Ent,,4.09,  new,0.00%,-%,0.06,10.00,28.07,3.32,1,134.67,134.67,1.98,88.05,7.35,8.08,Inceptum Ent,NA,NA,NA
Ind Bank Housin,,-123.67, 100 new,0.00%,-%,-,10.00,28.85,21.85,1,-,-,-,39.55,8.32,21.85,Ind Bank Housin,NA,NA,NA
Ind Cap,,12.65, 100 new,0.00%,-%,0.25,10.00,39.26,7.60,1,12.07,14.00,0.28,5.07,2.74,3.50,Ind Cap,NA,NA,NA
Ind Credit Invt,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Ind Credit Invt,NA,NA,NA
Ind Prakash (A),,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Ind Prakash (A),NA,NA,NA
Ind Ratna(Ro,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Ind Ratna(Ro,NA,NA,NA
Ind Tra Deco,,0.90,  new,0.00%,-%,* -,1.00,51.24,0.00,1,-,-,-,NA,NA,NA,Ind Tra Deco,NA,NA,NA
India Cements,,115.69, 16.75 new,10.00%,0.49%,5.14,10.00,42.58,"6,243.16",1,15.03,39.42,1.75,226.00,104.65,202.60,India Cements,226.25,104.30,202.90
India Finsec,,17.37, 100 new,0.00%,-%,0.67,10.00,39.26,36.44,1,21.49,21.81,0.84,19.15,7.30,14.61,India Finsec,NA,NA,NA
India Gelatine,,131.93, 67.42 new,9.00%,0.81%,3.04,10.00,29.64,104.34,1,16.64,36.51,0.84,157.75,58.00,111.00,India Gelatine,NA,NA,NA
India Infra,,7.94,  new,0.00%,-%,0.04,10.00,35.29,5.39,1,481.25,481.25,2.42,114.15,17.15,19.25,India Infra,NA,NA,NA
India Steamship,,13.41,  new,0.00%,-%,5.49,0.00,19.05,0.00,1,-,-,-,NA,NA,NA,India Steamship,NA,NA,NA
India Tourism D,,40.13, 37.80 new,15.00%,0.27%,1.40,10.00,59.12,"4,808.23",1,241.64,400.43,13.97,745.80,168.00,560.60,India Tourism D,747.00,203.00,562.30
Indiabulls,,136.75,  new,650.00%,-%,26.15,2.00,27.68,0.00,1,-,-,-,NA,NA,NA,Indiabulls,NA,NA,NA
Indiabulls Real,,128.00, 12.31 new,0.00%,-%,-,2.00,35.29,"10,616.09",1,-,-,1.75,244.50,57.05,223.65,Indiabulls Real,244.40,57.00,223.85
Indian Bank,,301.10, 42.51 new,60.00%,1.94%,30.62,10.00,20.79,"14,819.40",1,9.06,10.08,1.02,364.80,151.60,308.55,Indian Bank,365.00,145.00,308.50
Indian Bright,,8.04,  new,0.00%,-%,-,10.00,24.44,1.84,1,-,-,2.28,18.35,18.35,18.35,Indian Bright,NA,NA,NA
Indian Electro ,,NA,  new,NA,-%,-,NA,-,0.00,5,-,-,-,NA,NA,NA,Indian Electro ,NA,NA,NA
Indian Extract,,-7.26,  new,0.00%,-%,-,10.00,15.59,6.53,1,-,-,-,21.60,14.56,19.55,Indian Extract,NA,NA,NA
Indian Food,,-20.85,  new,0.00%,-%,-,10.00,43.96,0.00,100,-,-,-,NA,NA,NA,Indian Food,NA,NA,NA
Indian Magnetic,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Indian Magnetic,NA,NA,NA
Indian Polyfins,,10.95,  new,0.00%,-%,-,10.00,18.43,0.00,100,-,-,-,NA,NA,NA,Indian Polyfins,NA,NA,NA
Indian SeamFin,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Indian SeamFin,NA,NA,NA
Indian SeamMeta,,43.92,  new,0.00%,-%,4.58,10.00,8.87,0.00,1,-,-,-,NA,NA,NA,Indian SeamMeta,NA,NA,NA
Indian Steel,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Indian Steel,NA,NA,NA
Indo Am Optics,,12.53,  new,NA,-%,* -,0.00,-,0.00,100,-,-,-,NA,NA,NA,Indo Am Optics,NA,NA,NA
Indo Aquatics,,-23.70,  new,0.00%,-%,-,10.00,73.40,0.00,100,-,-,-,NA,NA,NA,Indo Aquatics,NA,NA,NA
Indo Asian Fin,,6.15,  new,0.00%,-%,-,10.00,39.26,3.51,1,-,-,0.63,3.90,2.25,3.90,Indo Asian Fin,NA,NA,NA
Indo Bonito,,6.73,  new,0.00%,-%,0.09,10.00,51.24,0.00,1,-,-,-,NA,NA,NA,Indo Bonito,NA,NA,NA
Indo Borax,,293.66, 92.30 new,15.00%,0.50%,25.87,10.00,17.90,96.22,1,9.85,11.59,1.02,379.50,211.50,299.85,Indo Borax,NA,NA,NA
Indo Brit Agro,,7.92,  new,0.00%,-%,* -,10.00,8.33,0.00,1,-,-,-,NA,NA,NA,Indo Brit Agro,NA,NA,NA
Indo Rama Synth,,32.51, 89.42 new,10.00%,3.31%,-,10.00,10.82,459.26,1,-,-,0.93,42.60,27.05,30.25,Indo Rama Synth,42.60,25.70,30.15
Indo Tech Trans,,130.51, 43.83 new,0.00%,-%,-,10.00,17.82,215.43,1,-,-,1.55,271.00,177.25,202.85,Indo Tech Trans,272.50,165.20,202.35
Indo Thai Secu,,46.16, 82.42 new,10.00%,2.47%,3.00,10.00,39.26,40.45,1,10.56,13.48,0.88,52.00,17.10,40.45,Indo Thai Secu,51.50,17.40,40.35
Indo-City,,12.87, 100 new,0.00%,-%,0.04,10.00,18.51,2.81,1,24.55,67.50,0.21,3.80,1.99,2.70,Indo-City,NA,NA,NA
Indore Wire,,-7.59,  new,0.00%,-%,* -,10.00,50.12,0.00,100,-,-,-,NA,NA,NA,Indore Wire,NA,NA,NA
Indowind Energy,,19.45, 100 new,0.00%,-%,0.18,10.00,14.55,46.04,1,3.66,28.50,0.26,6.64,3.80,5.13,Indowind Energy,6.60,3.80,5.15
Indsoya,,57.55,  new,0.00%,-%,-,10.00,17.38,0.00,50,-,-,-,NA,NA,NA,Indsoya,NA,NA,NA
Inducon India,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Inducon India,NA,NA,NA
Indus Networks,,26.17,  new,0.00%,-%,3.20,10.00,18.17,0.00,1,-,-,-,NA,NA,NA,Indus Networks,NA,NA,NA
IndusInd Bank,,338.45, 70.72 new,60.00%,0.37%,50.84,10.00,28.75,"97,384.75",1,30.11,32.00,4.81,1635.00,1037.85,1627.10,IndusInd Bank,1637.35,1036.70,1628.35
Industrial Oxy,,486.48,  new,50.00%,-%,14.85,10.00,21.64,0.00,1,-,-,-,NA,NA,NA,Industrial Oxy,NA,NA,NA
Inertia Steel,,8.90,  new,0.00%,-%,0.02,10.00,30.76,0.00,1,-,-,-,NA,NA,NA,Inertia Steel,NA,NA,NA
Infibeam Incorp,,130.41, 24.22 new,0.00%,-%,0.03,10.00,"39,975.84","7,075.72",1,"1,086.33","43,453.33",10.00,1447.55,682.15,1303.60,Infibeam Incorp,1448.80,660.30,1305.75
InfoBeans Tech,,25.00, 100 new,NA,-%,* -,10.00,18.51,0.00,2000,-,-,2.61,NA,NA,NA,InfoBeans Tech,79.60,57.55,65.25
Infomedia Press,,-6.14,  new,0.00%,-%,-,10.00,18.03,18.17,1,-,-,-,7.10,3.56,3.62,Infomedia Press,7.10,3.80,4.10
Infosys,,296.12, 57.61 new,515.00%,2.58%,61.18,5.00,18.51,"229,200.62",1,14.90,16.31,3.37,1094.00,900.30,997.85,Infosys,1095.00,901.00,997.35
Infronics Syst,,6.70,  new,0.00%,-%,-,10.00,18.51,0.00,1,-,-,-,NA,NA,NA,Infronics Syst,NA,NA,NA
Inland Printers,,-0.45,  new,0.00%,-%,-,10.00,18.03,0.00,100,-,-,-,NA,NA,NA,Inland Printers,NA,NA,NA
Innocorp,,1.94,  new,0.00%,-%,-,10.00,33.56,1.30,1,-,-,0.85,4.04,1.56,1.64,Innocorp,NA,NA,NA
Innovative Food,,-2.04,  new,0.00%,-%,-,10.00,73.40,0.00,1,-,-,-,NA,NA,NA,Innovative Food,NA,NA,NA
Innovative Tech,,17.40, 63.76 new,15.00%,0.15%,4.51,1.00,33.56,217.88,1,12.36,22.10,5.73,109.75,30.50,99.65,Innovative Tech,NA,NA,NA
Innoventive Ind,,-138.05,  new,0.00%,-%,-,10.00,27.65,0.00,1,-,-,-,NA,NA,NA,Innoventive Ind,NA,NA,NA
Innovision eCom,,0.24,  new,0.00%,-%,-,1.00,27.32,0.00,1,-,-,-,NA,NA,NA,Innovision eCom,NA,NA,NA
Intecon (India),,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Intecon (India),NA,NA,NA
Integ Fin Co,,-185.08,  new,0.00%,-%,-,10.00,27.32,0.00,1,-,-,-,NA,NA,NA,Integ Fin Co,NA,NA,NA
Integ Rubian,,-28.96,  new,0.00%,-%,1.80,10.00,52.36,0.00,1,-,-,-,NA,NA,NA,Integ Rubian,NA,NA,NA
Integr Hitech,,10.87,  new,0.00%,-%,0.08,10.00,18.51,0.00,1,-,-,-,NA,NA,NA,Integr Hitech,NA,NA,NA
Integra Garment,,-3.12,  new,0.00%,-%,-,3.00,40.41,0.00,1,-,-,-,NA,NA,NA,Integra Garment,4.70,2.35,2.80
Integra Telecom,,8.39,  new,0.00%,-%,-,10.00,18.51,0.00,1,-,-,-,NA,NA,NA,Integra Telecom,NA,NA,NA
Intel Cap Adv,,1.02,  new,0.00%,-%,-,1.00,39.26,0.00,1,-,-,-,NA,NA,NA,Intel Cap Adv,NA,NA,NA
Interglobe Avi,,96.65, 37.87 new,150.00%,1.17%,45.88,10.00,24.21,"46,528.79",1,21.98,28.05,13.31,1304.00,790.00,1286.75,Interglobe Avi,1303.65,790.10,1286.10
Intl Conveyor,,11.81, 92.93 new,5.00%,0.19%,-,1.00,30.96,180.90,1,111.67,-,2.27,29.90,14.75,26.80,Intl Conveyor,NA,NA,NA
Intl Data Mgmt,,-53.03,  new,0.00%,-%,-,10.00,22.89,3.97,1,-,-,-,23.15,18.05,18.05,Intl Data Mgmt,NA,NA,NA
Intl. Pumps,,9.08, 0.00 new,0.00%,-%,0.60,10.00,52.97,23.62,1,55.16,56.08,3.71,37.00,12.50,33.65,Intl. Pumps,NA,NA,NA
Intrasoft Tech,,80.17, 83.24 new,20.00%,0.45%,2.73,10.00,17.90,659.68,1,119.10,164.03,5.59,584.40,306.00,447.80,Intrasoft Tech,584.00,305.00,447.75
Iota Chem,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Iota Chem,NA,NA,NA
Ipca Labs,,196.13, 46.42 new,0.00%,-%,14.92,2.00,29.58,"6,110.56",1,17.01,32.45,2.47,656.00,437.00,484.20,Ipca Labs,657.60,436.10,481.50
Ispat Profil,,-83.54,  new,0.00%,-%,-,10.00,10.90,0.00,1,-,-,-,NA,NA,NA,Ispat Profil,NA,NA,NA
Iswarshakti,,19.30,  new,0.00%,-%,0.59,10.00,27.21,0.00,1,-,-,-,NA,NA,NA,Iswarshakti,NA,NA,NA
J.Taparia Proj,,10.04,  new,0.00%,-%,-,10.00,33.58,33.45,1,-,-,2.06,29.25,15.45,20.65,J.Taparia Proj,NA,NA,NA
JB Chemicals,,155.00, 61.29 new,250.00%,1.59%,20.39,2.00,29.58,"2,662.07",1,12.14,15.39,2.02,403.60,264.00,313.85,JB Chemicals,403.90,263.65,313.60
JD Orgochem,,-13.64, 100 new,0.00%,-%,12.17,1.00,19.71,6.74,1,0.40,0.42,-,7.03,3.32,5.09,JD Orgochem,NA,NA,NA
JF Lab,,10.13,  new,0.00%,-%,* -,10.00,32.42,0.00,1,-,-,-,NA,NA,NA,JF Lab,NA,NA,NA
JHS Svendgaard,,23.02, 65.45 new,0.00%,-%,4.98,10.00,57.34,284.14,1,10.03,12.93,2.80,76.95,30.70,64.40,JHS Svendgaard,76.95,31.00,64.10
JIK Industries,,-10.27,  new,0.00%,-%,-,10.00,19.70,0.00,1,-,-,-,NA,NA,NA,JIK Industries,0.85,0.55,0.65
JITF Infralogis,,2.61, 100 new,0.00%,-%,* -,2.00,49.59,116.44,1,-,-,17.36,84.60,10.00,45.30,JITF Infralogis,83.15,10.00,45.25
JK Tyre & Ind,,73.80, 37.91 new,125.00%,1.54%,14.64,2.00,18.80,"3,692.52",1,7.16,11.12,2.21,186.55,87.00,162.80,JK Tyre & Ind,186.30,87.05,162.35
JMG Corporation,,4.56,  new,0.00%,-%,0.08,2.50,8.56,2.48,100,15.63,15.63,0.27,1.33,1.01,1.25,JMG Corporation,NA,NA,NA
JMT Auto,,3.37, 47.96 new,0.00%,-%,0.08,1.00,45.28,259.98,1,7.70,64.50,1.53,30.65,4.80,5.16,JMT Auto,30.90,4.70,5.15
